kingdom,phylum,class,order,family,genus,species,author,species_guid,vernacular_name,Match
Plantae,Charophyta,Equisetopsida,Lamiales,Lamiaceae,Hemigenia,Hemigenia obtusa,Benth.,https://id.biodiversity.org.au/node/apni/2909954,,No
Plantae,Charophyta,Equisetopsida,Isoetales,Isoetaceae,Isoetes,Isoetes mongerensis,E.R.L.Johnson,https://id.biodiversity.org.au/node/apni/2910426,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Iridaceae,Gladiolus,Gladiolus floribundus,Jacq.,https://id.biodiversity.org.au/node/apni/2914550,,No
Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Amphibromus,Amphibromus vickeryae,S.W.L.Jacobs & Lapinpuro,https://id.biodiversity.org.au/node/apni/2915852,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Prasophyllum,Prasophyllum colemaniarum,R.S.Rogers,https://id.biodiversity.org.au/node/apni/2917963,,No
Plantae,Charophyta,Equisetopsida,Gentianales,Rubiaceae,Wendlandia,Wendlandia psychotrioides,(F.Muell.) F.Muell.,https://id.biodiversity.org.au/node/apni/2918439,,No
Plantae,Charophyta,Equisetopsida,Proteales,Proteaceae,Grevillea,Grevillea divaricata,R.Br.,https://id.biodiversity.org.au/node/apni/2919387,,No
Plantae,Charophyta,Equisetopsida,Ericales,Primulaceae,Embelia,Embelia flueckigeri,F.Muell.,https://id.biodiversity.org.au/node/apni/2920774,,No
Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Tephrosia,Tephrosia nana,Kotschy ex Schweinf.,https://id.biodiversity.org.au/node/apni/2921226,,No
Plantae,Charophyta,Equisetopsida,Fabales,Polygalaceae,Polygala,Polygala duarteana,A.St.-Hil.,https://id.biodiversity.org.au/node/apni/2921252,,No
Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus x laseronii,R.T.Baker,https://id.biodiversity.org.au/node/apni/5284033,,No
Plantae,Charophyta,Equisetopsida,Caryophyllales,Amaranthaceae,Ptilotus,Ptilotus senarius,A.R.Bean,https://id.biodiversity.org.au/taxon/apni/51266564,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Spiranthes,Spiranthes lancea sensu Hatch,,ALA_Spiranthes_lancea_sensu_Hatch,,No
Plantae,Charophyta,Equisetopsida,Proteales,Proteaceae,Grevillea,Grevillea x semperflorens,F.E.Briggs ex Mulligan,https://id.biodiversity.org.au/instance/apni/3855388,,No
Plantae,Charophyta,Equisetopsida,Asterales,Asteraceae,Centaurea,Centaurea cyanoides,J.Berggr. & Wahlenb.,https://id.biodiversity.org.au/instance/apni/4093736,,No
Plantae,Charophyta,Equisetopsida,Oxalidales,Cunoniaceae,Eucryphia,Eucryphia x hybrida,J.Bausch,https://id.biodiversity.org.au/instance/apni/51284037,,No
Plantae,Charophyta,Equisetopsida,Malpighiales,Ochnaceae,Brackenridgea,Brackenridgea nitida,A.Gray,https://id.biodiversity.org.au/instance/apni/51290451,,No
Plantae,Charophyta,Equisetopsida,Caryophyllales,Portulacaceae,Portulaca,Portulaca dubia,Poelln.,https://id.biodiversity.org.au/instance/apni/51291790,,No
Plantae,Charophyta,Equisetopsida,Sapindales,Rutaceae,Correa,Correa x pallida,Paxton,https://id.biodiversity.org.au/instance/apni/51298636,,No
Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus x aequans,Blakely,https://id.biodiversity.org.au/instance/apni/554016,,No
Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus x stellaris,Blakely,https://id.biodiversity.org.au/instance/apni/554166,,No
Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus campanifructa,Blakely,https://id.biodiversity.org.au/instance/apni/554208,,No
Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus x anomala,Blakely,https://id.biodiversity.org.au/instance/apni/554227,,No
Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus x rigescens,Blakely,https://id.biodiversity.org.au/instance/apni/554311,,No
Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus x robsonae,Blakely & McKie,https://id.biodiversity.org.au/instance/apni/554322,,No
Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus x petrophila,Blakely,https://id.biodiversity.org.au/instance/apni/554366,,No
Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus x taylori,Maiden,https://id.biodiversity.org.au/instance/apni/554533,,No
Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus x boormanii,H.Deane & Maiden,https://id.biodiversity.org.au/instance/apni/627388,,No
Plantae,Charophyta,Equisetopsida,Myrtales,Lythraceae,Rotala,Rotala roxburghiana,Wight,https://id.biodiversity.org.au/instance/apni/7508909,,No
Plantae,Charophyta,Equisetopsida,Apiales,Araliaceae,Hydrocotyle,Hydrocotyle rhombifolia,F.Muell.,https://id.biodiversity.org.au/instance/apni/761221,,No
Plantae,Charophyta,Equisetopsida,Apiales,Araliaceae,Hydrocotyle,Hydrocotyle vagans,Hook.f.,https://id.biodiversity.org.au/instance/apni/761224,,No
Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Ormocarpum,Ormocarpum sennoides,(Willd.) DC.,https://id.biodiversity.org.au/instance/apni/765911,,No
Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,,Dalea alopecuroides,Willd.,https://id.biodiversity.org.au/instance/apni/765921,,No
Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Tephrosia,Tephrosia affinis,Domin,https://id.biodiversity.org.au/instance/apni/766021,,No
Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Tephrosia,Tephrosia singuliflora,F.Muell.,https://id.biodiversity.org.au/instance/apni/766032,,No
Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Isotropis,Isotropis striata,Benth.,https://id.biodiversity.org.au/instance/apni/766479,,No
Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Mirbelia,Mirbelia deserti,Beard,https://id.biodiversity.org.au/instance/apni/766496,,No
Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Pultenaea,Pultenaea mucronata,"Lodd., G.Lodd. & W.Lodd.",https://id.biodiversity.org.au/instance/apni/766609,,No
Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Sesbania,Sesbania sericea,(Willd.) Link,https://id.biodiversity.org.au/instance/apni/766747,,No
Plantae,Charophyta,Equisetopsida,Asterales,Asteraceae,Cotula,Cotula anthemoides,L.,https://id.biodiversity.org.au/instance/apni/767685,,No
Plantae,Charophyta,Equisetopsida,Asterales,Asteraceae,Ambrosia,Ambrosia maritima,L.,https://id.biodiversity.org.au/instance/apni/768089,,No
Plantae,Charophyta,Equisetopsida,Asterales,Asteraceae,,Arnoseris minima,(L.) Schweigg. & Koerte,https://id.biodiversity.org.au/instance/apni/768127,,No
Plantae,Charophyta,Equisetopsida,Asterales,Asteraceae,Sonchus,Sonchus maritimus,L.,https://id.biodiversity.org.au/instance/apni/768156,,No
Plantae,Charophyta,Equisetopsida,Asterales,Asteraceae,Elephantopus,Elephantopus carolinianus,Raeusch.,https://id.biodiversity.org.au/instance/apni/768163,,No
Plantae,Charophyta,Equisetopsida,Lamiales,Acanthaceae,Ruellia,Ruellia stricklandii,(F.Muell.) Lindau,https://id.biodiversity.org.au/instance/apni/768443,,No
Plantae,Charophyta,Equisetopsida,Lamiales,Linderniaceae,Buchnera,Buchnera filicaulis,O.Schwarz,https://id.biodiversity.org.au/instance/apni/768454,,No
Plantae,Charophyta,Equisetopsida,Asterales,Campanulaceae,Lobelia,Lobelia gaudichaudii,A.DC.,https://id.biodiversity.org.au/instance/apni/768780,,No
Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Melaleuca,Melaleuca pendulina,"Lodd., G.Lodd. & W.Lodd. ex Loudon",https://id.biodiversity.org.au/instance/apni/768950,,No
Plantae,Charophyta,Equisetopsida,Lamiales,Oleaceae,Chionanthus,Chionanthus picrophloia,F.Muell.,https://id.biodiversity.org.au/instance/apni/768968,,No
Plantae,Charophyta,Equisetopsida,Ranunculales,Berberidaceae,Berberis,Berberis pinnata,Lag.,https://id.biodiversity.org.au/instance/apni/768977,,No
Plantae,Charophyta,Equisetopsida,Dipsacales,Caprifoliaceae,Lonicera,Lonicera caprifolia,L.,https://id.biodiversity.org.au/instance/apni/769085,,No
Plantae,Charophyta,Equisetopsida,Poales,Poaceae,,Mibora minima,(L.) P.Beauv.,https://id.biodiversity.org.au/instance/apni/769156,,No
Plantae,Charophyta,Equisetopsida,Malvales,Malvaceae,Hibiscus,Hibiscus elsworthii,F.Muell.,https://id.biodiversity.org.au/instance/apni/774255,,No
Plantae,Charophyta,Equisetopsida,,Boraginaceae,Amsinckia,Amsinckia echinata,A.Gray,https://id.biodiversity.org.au/instance/apni/774825,,No
Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Andropogon,Andropogon nardus,L.,https://id.biodiversity.org.au/instance/apni/7779763,,No
Plantae,Charophyta,Equisetopsida,Brassicales,Brassicaceae,,Hutchinsia tasmanica,Hook.,https://id.biodiversity.org.au/instance/apni/781165,,No
Plantae,Charophyta,Equisetopsida,Solanales,Convolvulaceae,Argyreia,Argyreia acuta,Lour.,https://id.biodiversity.org.au/instance/apni/781277,,No
Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Desmodium,Desmodium renifolium,(L.) Schindl.,https://id.biodiversity.org.au/instance/apni/8373252,,No
Plantae,Charophyta,Equisetopsida,Myrtales,Onagraceae,Oenothera,Oenothera odorata,Jacq.,https://id.biodiversity.org.au/name/apni/102330,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Saccolabium,Saccolabium loaderianum,Rupp,https://id.biodiversity.org.au/name/apni/102677,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Saccolabium,Saccolabium subluteum,Rupp,https://id.biodiversity.org.au/name/apni/102771,,No
Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Digitaria,Digitaria timorensis,(Kunth) Balansa,https://id.biodiversity.org.au/name/apni/105139,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Prasophyllum,Prasophyllum muelleri,C.R.P.Andrews,https://id.biodiversity.org.au/name/apni/105486,,No
Plantae,Charophyta,Equisetopsida,Alismatales,Araceae,Typhonium,Typhonium trilobatum,(L.) Schott,https://id.biodiversity.org.au/name/apni/106266,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Habenaria,Habenaria graminea,Lindl.,https://id.biodiversity.org.au/name/apni/106293,,No
Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Isachne,Isachne firmula,Buse,https://id.biodiversity.org.au/name/apni/107736,,No
Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Dimeria,Dimeria avenacea,(Retz.) C.E.C.Fisch.,https://id.biodiversity.org.au/name/apni/108260,,No
Plantae,Charophyta,Equisetopsida,Brassicales,Brassicaceae,Barbarea,Barbarea arcuata,Rchb.,https://id.biodiversity.org.au/name/apni/109449,,No
Plantae,Charophyta,Equisetopsida,Caryophyllales,Chenopodiaceae,Rhagodia,Rhagodia triandra,F.Muell.,https://id.biodiversity.org.au/name/apni/113286,,No
Plantae,Charophyta,Equisetopsida,Poales,Cyperaceae,Fimbristylis,Fimbristylis disticha,Boeckeler,https://id.biodiversity.org.au/name/apni/113928,,No
Plantae,Charophyta,Equisetopsida,Fagales,Betulaceae,Betula,Betula alba,L.,https://id.biodiversity.org.au/name/apni/115245,,No
Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Melilotus,Melilotus infestus,Guss.,https://id.biodiversity.org.au/name/apni/116215,,No
Plantae,Charophyta,Equisetopsida,Sapindales,Meliaceae,Aglaia,Amoora cucullata,Roxb.,https://id.biodiversity.org.au/name/apni/116575,,No
Plantae,Charophyta,Equisetopsida,Lamiales,Verbenaceae,Verbena,Verbena bipinnatifida,Nutt.,https://id.biodiversity.org.au/name/apni/116818,,No
Plantae,Charophyta,Equisetopsida,Lamiales,Lamiaceae,Plectranthus,Plectranthus apreptus x Plectranthus foetidus,S.T.Blake x Plectranthus foetidus Benth.,https://id.biodiversity.org.au/name/apni/117016,,No
Plantae,Charophyta,Equisetopsida,Oxalidales,Oxalidaceae,Biophytum,Biophytum apodiscias,(Turcz.) Edgew. & Hook.f.,https://id.biodiversity.org.au/name/apni/117135,,No
Plantae,Charophyta,Equisetopsida,Rosales,Rosaceae,Rubus,Rubus triphyllus,Thunb.,https://id.biodiversity.org.au/name/apni/121390,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Dendrobium,Dendrobium polyschistum,Schltr.,https://id.biodiversity.org.au/name/apni/123951,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Dendrobium,Dendrobium trichostomum,Rchb.f. ex Oliv.,https://id.biodiversity.org.au/name/apni/123974,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Dendrobium,Dendrobium rubropictum,Schltr.,https://id.biodiversity.org.au/name/apni/124042,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Dendrobium,Dendrobium lucidum,Schltr.,https://id.biodiversity.org.au/name/apni/124164,,No
Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus viminalis x Eucalyptus dalrympleana,Labill. x Eucalyptus dalrympleana Maiden,https://id.biodiversity.org.au/name/apni/125529,,No
Plantae,Charophyta,Equisetopsida,Sapindales,Rutaceae,Melicope,Melicope pallida,(Hillebr.) T.G.Hartley & B.C.Stone,https://id.biodiversity.org.au/name/apni/129820,,No
Plantae,Charophyta,Equisetopsida,Sapindales,Rutaceae,Melicope,Melicope radiata,(H.St.John) T.G.Hartley & B.C.Stone,https://id.biodiversity.org.au/name/apni/129996,,No
Plantae,Charophyta,Equisetopsida,Sapindales,Rutaceae,Melicope,Melicope rotundifolia,(A.Gray) T.G.Hartley & B.C.Stone,https://id.biodiversity.org.au/name/apni/129997,,No
Plantae,Charophyta,Equisetopsida,Sapindales,Rutaceae,Melicope,Melicope kaalaensis,(H.St.John) T.G.Hartley & B.C.Stone,https://id.biodiversity.org.au/name/apni/130027,,No
Plantae,,,,Pannariaceae,Pannaria,Pannaria decipiens,P.M.Jorg. & D.J.Galloway,https://id.biodiversity.org.au/name/apni/132025,,No
Plantae,Charophyta,Equisetopsida,Gentianales,Loganiaceae,Geniostoma,Geniostoma pancheri,Baill.,https://id.biodiversity.org.au/name/apni/133220,,No
Plantae,Charophyta,Equisetopsida,Canellales,Winteraceae,Bubbia,Bubbia argentea,A.C.Sm.,https://id.biodiversity.org.au/name/apni/134513,,No
Plantae,Charophyta,Equisetopsida,Santalales,Loranthaceae,Dendrophthoe,Dendrophthoe kerrii,(Craib) Barlow,https://id.biodiversity.org.au/name/apni/139397,,No
Plantae,Charophyta,Equisetopsida,Sapindales,Sapindaceae,Heterodendron,Heterodendron oleaefolium,F.Muell.,https://id.biodiversity.org.au/name/apni/141136,,No
Plantae,Charophyta,Equisetopsida,Celastrales,Celastraceae,Maytenus,Maytenus cupularis,Ding Hou,https://id.biodiversity.org.au/name/apni/147576,,No
Plantae,Charophyta,Equisetopsida,Sapindales,Rutaceae,Acronychia,Acronychia intermedia,T.G.Hartley,https://id.biodiversity.org.au/name/apni/147761,,No
Plantae,Charophyta,Equisetopsida,Malpighiales,Chrysobalanaceae,Hunga,Hunga novoguineensis,Prance,https://id.biodiversity.org.au/name/apni/147901,,No
Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Bituminaria,Bituminaria acaulis,(Stev.) C.H.Stirt.,https://id.biodiversity.org.au/name/apni/148080,,No
Plantae,Charophyta,Equisetopsida,Rosales,Moraceae,Ficus,Ficus amblisyce,Corner,https://id.biodiversity.org.au/name/apni/148239,,No
Plantae,Charophyta,Equisetopsida,Malpighiales,Rhizophoraceae,Carallia,Carallia longipes,Ding Hou,https://id.biodiversity.org.au/name/apni/148296,,No
Plantae,Charophyta,Equisetopsida,Sapindales,Rutaceae,Acronychia,Acronychia schistacea,T.G.Hartley,https://id.biodiversity.org.au/name/apni/148621,,No
Plantae,Charophyta,Equisetopsida,Malpighiales,Euphorbiaceae,Mallotus,Mallotus attenuatus,Airy Shaw,https://id.biodiversity.org.au/name/apni/148629,,No
Plantae,Charophyta,Equisetopsida,Sapindales,Rutaceae,Acronychia,Acronychia smithii,T.G.Hartley,https://id.biodiversity.org.au/name/apni/148677,,No
Plantae,Charophyta,Equisetopsida,Lamiales,Acanthaceae,,Jadunia racemiflora,Bremek.,https://id.biodiversity.org.au/name/apni/148759,,No
Plantae,Charophyta,Equisetopsida,Rosales,Moraceae,Ficus,Ficus illiberalis,Corner,https://id.biodiversity.org.au/name/apni/149094,,No
Plantae,Charophyta,Equisetopsida,Santalales,Loranthaceae,Dendrophthoe,Dendrophthoe neelgherrensis,(Wight & Arn.) Tiegh.,https://id.biodiversity.org.au/name/apni/149162,,No
Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Asteromyrtus,Asteromyrtus tranganensis,Craven,https://id.biodiversity.org.au/name/apni/149375,,No
Plantae,Charophyta,Equisetopsida,Santalales,Santalaceae,Phoradendron,Phoradendron flavescens,(Nutt.) Engelm.,https://id.biodiversity.org.au/name/apni/149404,,No
Plantae,Charophyta,Equisetopsida,Santalales,Loranthaceae,Amyema,Amyema verticillata,(Merr.) Danser,https://id.biodiversity.org.au/name/apni/149582,,No
Plantae,Charophyta,Equisetopsida,Poales,Poaceae,Eragrostis,Eragrostis malayana,Stapf,https://id.biodiversity.org.au/name/apni/150314,,No
Plantae,Charophyta,Equisetopsida,Sapindales,Sapindaceae,Rhysotoechia,Rhysotoechia bilocularis,Etman,https://id.biodiversity.org.au/name/apni/150538,,No
Plantae,Charophyta,Equisetopsida,Sapindales,Rutaceae,Acronychia,Acronychia ledermannii,Lauterb.,https://id.biodiversity.org.au/name/apni/150831,,No
Plantae,Charophyta,Equisetopsida,Sapindales,Rutaceae,Acronychia,Acronychia carrii,T.G.Hartley,https://id.biodiversity.org.au/name/apni/151008,,No
Plantae,Charophyta,Equisetopsida,Laurales,Monimiaceae,Steganthera,Steganthera royenii,Philipson,https://id.biodiversity.org.au/name/apni/151054,,No
Plantae,Charophyta,Equisetopsida,Santalales,Loranthaceae,Dendrophthoe,Dendrophthoe clementis,Danser,https://id.biodiversity.org.au/name/apni/151057,,No
Plantae,Charophyta,Equisetopsida,Asterales,Asteraceae,Gnaphalium,Gnaphalium heleios,P.Royen,https://id.biodiversity.org.au/name/apni/151217,,No
Plantae,Charophyta,Equisetopsida,Sapindales,Sapindaceae,Arytera,Arytera morobeana,H.Turner,https://id.biodiversity.org.au/name/apni/151627,,No
Plantae,Charophyta,Equisetopsida,Sapindales,Sapindaceae,Mischarytera,Mischarytera bullata,(H.Turner) H.Turner,https://id.biodiversity.org.au/name/apni/151631,,No
Plantae,Charophyta,Equisetopsida,Gentianales,Apocynaceae,Secamone,Toxocarpus villosus,Decne.,https://id.biodiversity.org.au/name/apni/152050,,No
Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Eucalyptus,Eucalyptus amygdalina x Eucalyptus risdonii,Labill. x Eucalyptus risdonii Hook.f.,https://id.biodiversity.org.au/name/apni/152586,,No
Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Senna,Senna alexandrina,Mill.,https://id.biodiversity.org.au/name/apni/154391,,No
Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Storckiella,Storckiella vitiensis,Seem.,https://id.biodiversity.org.au/name/apni/154408,,No
Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Zornia,Zornia gracilis,DC.,https://id.biodiversity.org.au/name/apni/154999,,No
Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Stylosanthes,Stylosanthes gracilis,Kunth,https://id.biodiversity.org.au/name/apni/155001,,No
Plantae,Charophyta,Equisetopsida,Sapindales,Rutaceae,Correa,Correa pulchella x reflexa,,https://id.biodiversity.org.au/name/apni/155491,,No
Plantae,Charophyta,Equisetopsida,Santalales,Santalaceae,Viscum,Viscum stenocarpum,Danser,https://id.biodiversity.org.au/name/apni/158368,,No
Plantae,Charophyta,Equisetopsida,Proteales,Proteaceae,Fitchia,Fitchia cuneata,J.W.Moore,https://id.biodiversity.org.au/name/apni/158762,,No
Plantae,Charophyta,Equisetopsida,Sapindales,Rutaceae,Melicope,Melicope sulcata,T.G.Hartley,https://id.biodiversity.org.au/name/apni/159005,,No
Plantae,Charophyta,Equisetopsida,Sapindales,Rutaceae,Melicope,Melicope albiflora,T.G.Hartley,https://id.biodiversity.org.au/name/apni/159029,,No
Plantae,Charophyta,Equisetopsida,Sapindales,Rutaceae,Melicope,Melicope sororia,T.G.Hartley,https://id.biodiversity.org.au/name/apni/159031,,No
Plantae,Charophyta,Equisetopsida,Sapindales,Rutaceae,Melicope,Melicope pendula,T.G.Hartley,https://id.biodiversity.org.au/name/apni/159050,,No
Plantae,Charophyta,Equisetopsida,Rosales,Moraceae,Ficus,Ficus balica,Miq.,https://id.biodiversity.org.au/name/apni/159067,,No
Plantae,Charophyta,Equisetopsida,Sapindales,Rutaceae,Melicope,Melicope euneura,(Miq.) T.G.Hartley,https://id.biodiversity.org.au/name/apni/159087,,No
Plantae,Charophyta,Equisetopsida,Rosales,Urticaceae,Pipturus,Pipturus arborescens,C.B.Rob.,https://id.biodiversity.org.au/name/apni/159345,,No
Plantae,Charophyta,Equisetopsida,Rosales,Moraceae,Ficus,Ficus irisana,Elmer,https://id.biodiversity.org.au/name/apni/159522,,No
Plantae,Charophyta,Equisetopsida,Sapindales,Rutaceae,Melicope,Melicope dicksoniana,T.G.Hartley,https://id.biodiversity.org.au/name/apni/159594,,No
Plantae,Charophyta,Equisetopsida,Sapindales,Rutaceae,Melicope,Melicope goilalensis,T.G.Hartley,https://id.biodiversity.org.au/name/apni/159595,,No
Plantae,Charophyta,Equisetopsida,Ericales,Ericaceae,Dimorphanthera,Dimorphanthera brachyantha,Sleumer,https://id.biodiversity.org.au/name/apni/159689,,No
Plantae,Charophyta,Equisetopsida,Santalales,Santalaceae,Viscum,Viscum exile,Barlow,https://id.biodiversity.org.au/name/apni/159743,,No
Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Archidendropsis,Archidendropsis sepikensis,(Verdc.) I.C.Nielsen,https://id.biodiversity.org.au/name/apni/159902,,No
Plantae,Charophyta,Equisetopsida,Lamiales,Gesneriaceae,Cyrtandra,Cyrtandra dinocalyx,G.W.Gillett,https://id.biodiversity.org.au/name/apni/159933,,No
Plantae,Charophyta,Equisetopsida,Lamiales,Acanthaceae,,Ptyssiglottis campanulata,B.Hansen,https://id.biodiversity.org.au/name/apni/159955,,No
Plantae,Charophyta,Equisetopsida,Celastrales,Celastraceae,Lophopetalum,Lophopetalum ledermannii,(Loes.) Ding Hou,https://id.biodiversity.org.au/name/apni/159965,,No
Plantae,Charophyta,Equisetopsida,Sapindales,Rutaceae,Melicope,Melicope boweriana,(Christoph.) T.G.Hartley,https://id.biodiversity.org.au/name/apni/160057,,No
Plantae,Charophyta,Equisetopsida,Sapindales,Rutaceae,Melicope,Melicope vatiana,(Setch.) T.G.Hartley,https://id.biodiversity.org.au/name/apni/160059,,No
Plantae,Charophyta,Equisetopsida,Gentianales,Gentianaceae,Enicostema,Enicostema verticillatum,(L.) Engl. ex Gilg,https://id.biodiversity.org.au/name/apni/160251,,No
Plantae,Charophyta,Equisetopsida,Santalales,Loranthaceae,Amyema,Amyema rhytidoderma,Barlow,https://id.biodiversity.org.au/name/apni/160314,,No
Plantae,Charophyta,Equisetopsida,Fabales,Fabaceae,Derris,Derris heterophylla,Backer ex K.Heyne,https://id.biodiversity.org.au/name/apni/160430,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Dendrobium,Dendrobium emarginatum,J.W.Moore,https://id.biodiversity.org.au/name/apni/160657,,No
Plantae,Charophyta,Equisetopsida,Oxalidales,Cunoniaceae,Weinmannia,Weinmannia croftii,H.C.Hopkins,https://id.biodiversity.org.au/name/apni/160702,,No
Plantae,Charophyta,Equisetopsida,Gentianales,Gentianaceae,Exacum,Exacum teres,Wall.,https://id.biodiversity.org.au/name/apni/162017,,No
Plantae,Charophyta,Equisetopsida,Asparagales,Orchidaceae,Calanthe,Calanthe gracillima,Lindl.,https://id.biodiversity.org.au/name/apni/162829,,No
Plantae,Charophyta,Equisetopsida,Proteales,Proteaceae,Helicia,Helicia celatus,Foreman,https://id.biodiversity.org.au/name/apni/164105,,No
Plantae,Charophyta,Equisetopsida,Proteales,Proteaceae,Helicia,Helicia retevenia,Sleumer,https://id.biodiversity.org.au/name/apni/165338,,No
Plantae,Charophyta,Equisetopsida,Proteales,Proteaceae,Helicia,Helicia divaricata,Sleumer,https://id.biodiversity.org.au/name/apni/165339,,No
Plantae,Charophyta,Equisetopsida,Magnoliales,Annonaceae,Pseuduvaria,Pseuduvaria silvestris,(Diels) J.Sinclair,https://id.biodiversity.org.au/name/apni/166666,,No
Plantae,Charophyta,Equisetopsida,Magnoliales,Annonaceae,Pseuduvaria,Pseuduvaria dolichonema,(Diels) J.Sinclair,https://id.biodiversity.org.au/name/apni/166670,,No
Plantae,Charophyta,Equisetopsida,Sapindales,Rutaceae,Tetradium,Tetradium fraxinifolium,(Hook.) T.G.Hartley,https://id.biodiversity.org.au/name/apni/168475,,No
Plantae,,,,Collemataceae,Collema,Collema insulare,Degel.,https://id.biodiversity.org.au/name/apni/168866,,No
Plantae,Charophyta,Equisetopsida,Gentianales,Apocynaceae,Hoya,Hoya lanceolata,Wall. ex G.Don,https://id.biodiversity.org.au/name/apni/170904,Beautiful honey plant,No
Plantae,Charophyta,Equisetopsida,Gentianales,Apocynaceae,Hoya,Hoya samoensis,Seem.,https://id.biodiversity.org.au/name/apni/170918,,No
Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Kunzea,Kunzea montana x Kunzea recurva,(Diels) Domin x Kunzea recurva Schauer,https://id.biodiversity.org.au/name/apni/171180,,No
Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Kunzea,Kunzea micromera x Kunzea montana,Schauer x Kunzea montana (Diels) Domin,https://id.biodiversity.org.au/name/apni/171209,,No
Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Kunzea,Kunzea micromera x Kunzea preissiana,Schauer x Kunzea preissiana Schauer,https://id.biodiversity.org.au/name/apni/171210,,No
Plantae,Charophyta,Equisetopsida,Myrtales,Myrtaceae,Kunzea,Kunzea micromera x Kunzea recurva,Schauer x Kunzea recurva Schauer,https://id.biodiversity.org.au/name/apni/171211,,No
Plantae,Charophyta,Equisetopsida,Liliales,Corsiaceae,Corsia,Corsia ornata,Becc.,https://id.biodiversity.org.au/name/apni/172069,,No
Plantae,Charophyta,Equisetopsida,Lamiales,Plantaginaceae,Veronica,Parahebe planopetiolata,(G.Simpson & J.S.Thomson) W.R.B.Oliv.,https://id.biodiversity.org.au/name/apni/172451,,No
Plantae,Charophyta,Equisetopsida,Lamiales,Plantaginaceae,Veronica,Parahebe ciliata,(Pennell) P.Royen & Ehrend.,https://id.biodiversity.org.au/name/apni/172482,,No
Plantae,Charophyta,Equisetopsida,Lamiales,Gesneriaceae,Cyrtandra,Cyrtandra magentiflora,G.W.Gillett,https://id.biodiversity.org.au/name/apni/173683,,No
